epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,873.438,1.04756,0.66625,1.06155,0.89855,0.84211,0.89883,0.43802,1.62626,0.89515,1.37205,0.0012608,0.0012608,0.0012608
58,887.882,1.05588,0.65894,1.04759,0.8942,0.89474,0.89947,0.48714,1.53332,0.81815,1.38386,0.0012476,0.0012476,0.0012476
59,903.084,1.07015,0.68067,1.07265,0.84269,0.84587,0.83218,0.45711,1.54324,0.87936,1.34342,0.0012344,0.0012344,0.0012344
60,916.789,1.08667,0.69708,1.06088,0.87783,0.89474,0.89178,0.45577,1.54379,0.83284,1.38552,0.0012212,0.0012212,0.0012212
61,934.861,1.01523,0.64869,1.0324,0.88429,0.82456,0.83881,0.44247,1.61081,0.84365,1.42603,0.001208,0.001208,0.001208
62,951.814,0.99012,0.66355,1.02343,0.91632,0.82456,0.87786,0.44321,1.64029,0.78269,1.45773,0.0011948,0.0011948,0.0011948
63,967.307,1.00066,0.65584,1.0327,0.87725,0.82456,0.88659,0.44889,1.62057,0.82452,1.38277,0.0011816,0.0011816,0.0011816
64,980.372,1.03694,0.66216,1.06464,0.87385,0.84211,0.88439,0.43873,1.6685,0.81593,1.46245,0.0011684,0.0011684,0.0011684
65,996.645,1.06296,0.66069,1.07159,0.89116,0.86192,0.87929,0.43783,1.50112,0.80539,1.33712,0.0011552,0.0011552,0.0011552
66,1011.16,0.96935,0.61841,1.0452,0.85255,0.91299,0.89048,0.42258,1.58097,0.84888,1.42154,0.001142,0.001142,0.001142
67,1026.33,0.96514,0.61845,1.03582,0.86532,0.90186,0.91273,0.44578,1.61709,0.86524,1.3634,0.0011288,0.0011288,0.0011288
68,1040.1,1.02541,0.64561,1.04442,0.85647,0.84211,0.89132,0.46069,1.56293,0.77346,1.42538,0.0011156,0.0011156,0.0011156
69,1055.68,0.96886,0.64473,1.01423,0.82417,0.87719,0.87389,0.42173,1.57031,0.79279,1.40156,0.0011024,0.0011024,0.0011024
70,1072.58,0.95692,0.60696,1.0179,0.84209,0.93559,0.89701,0.45664,1.54696,0.72434,1.40641,0.0010892,0.0010892,0.0010892
71,1085.74,0.9837,0.62205,1.03242,0.79053,0.92982,0.84862,0.45872,1.56204,0.72272,1.40187,0.001076,0.001076,0.001076
72,1097.57,0.96802,0.61719,1.02751,0.80482,0.84211,0.82864,0.46492,1.53133,0.78017,1.35469,0.0010628,0.0010628,0.0010628
73,1110.86,0.95984,0.59064,1.0076,0.84994,0.89435,0.84575,0.44927,1.54386,0.83788,1.36798,0.0010496,0.0010496,0.0010496
74,1124.01,0.9582,0.6168,1.0094,0.87745,0.7537,0.8269,0.41201,1.64443,1.00109,1.41427,0.0010364,0.0010364,0.0010364
75,1137.98,0.89567,0.58763,1.0007,0.82119,0.88634,0.845,0.43331,1.57577,0.9047,1.3585,0.0010232,0.0010232,0.0010232
76,1150.19,0.93481,0.59953,1.00235,0.81798,0.87719,0.89847,0.43789,1.61238,0.77935,1.33431,0.00101,0.00101,0.00101
77,1166.15,0.96856,0.58977,1.02466,0.88612,0.81911,0.86182,0.42651,1.62366,0.74097,1.33163,0.0009968,0.0009968,0.0009968
78,1180.13,0.95984,0.59858,1.00552,0.86426,0.89365,0.88554,0.44953,1.52795,0.72221,1.3693,0.0009836,0.0009836,0.0009836
79,1196.07,0.96877,0.59733,1.01485,0.82149,0.92982,0.86805,0.44366,1.61767,0.80806,1.38523,0.0009704,0.0009704,0.0009704
80,1208.49,0.96076,0.61867,0.9998,0.83586,0.87719,0.83639,0.42058,1.55681,0.75111,1.40022,0.0009572,0.0009572,0.0009572
81,1221.71,0.93395,0.58142,0.9991,0.84083,0.92682,0.91605,0.47734,1.57985,0.71602,1.37716,0.000944,0.000944,0.000944
